154,28,21,17
155,28,40,1
156,28,26,8
157,69,73,18
158,69,36,3
159,69,55,15
160,69,6,9
161,26,66,2
162,26,29,17
163,26,14,16
164,40,2,17
165,40,41,2
166,40,79,20
167,40,11,11
168,78,70,9
169,78,40,9
170,78,7,4
171,78,60,15
172,65,26,6
173,65,66,17
174,65,64,8
175,65,11,15
176,65,54,4
177,65,7,17
178,65,72,13
179,65,67,18
180,45,51,18
181,45,37,9
182,45,23,9
183,45,63,20
184,45,27,13
185,45,3,3
186,16,12,13
187,16,68,15
188,16,2,16
189,16,64,7
190,60,1,19
191,60,54,17
192,60,53,14
193,60,71,3
194,60,14,12
195,60,48,12
196,60,37,13
197,32,58,2
198,32,74,7
199,32,74,13
200,32,13,3
201,32,26,13
202,32,63,11
203,32,75,9
204,32,65,8
205,24,53,3
206,24,50,3
207,24,6,2
208,23,61,5
209,23,38,19
210,23,8,13
211,23,35,9
212,23,34,12
213,1,20,5
214,1,50,9
215,1,79,20
216,1,32,10
217,1,27,6
218,1,56,8
219,1,64,9
220,1,38,4
221,37,15,15
222,37,27,9
223,37,78,14
224,37,16,13
225,59,47,2
226,59,21,2
227,59,12,12
228,59,25,19
229,15,38,18
230,15,50,5
231,15,58,5
232,15,36,6
233,15,37,6
234,15,22,10
235,15,5,11
236,27,75,18
237,27,30,16
238,27,55,7
239,27,10,1
240,27,22,8
241,27,41,15
242,27,29,3
243,9,69,19
244,9,15,19
245,9,0,9
246,9,26,20
247,9,79,10
248,77,51,2
249,77,5,20
250,77,23,11
251,77,37,10
252,77,2,17
253,25,69,20
254,25,47,11
255,25,20,7
256,25,61,13
257,25,74,17
258,25,51,14
259,63,70,12
260,63,56,8
261,63,2,13
262,63,5,5
263,63,69,19
264,29,40,4
265,29,56,4
266,29,33,16
267,29,75,13
268,29,79,2
269,8,47,16
270,8,71,17
271,8,42,7
272,8,25,6
273,8,12,5
274,74,47,20
275,74,51,12
276,74,29,14
277,74,37,6
278,74,63,17
279,74,41,11
280,36,0,17
281,36,20,2
282,36,0,19
283,36,7,5
284,36,21,5
285,36,51,12
286,36,70,7
287,36,76,17
288,21,23,18
289,21,74,18
290,21,46,14
291,21,62,5
292,21,1,8
293,21,51,11
294,21,42,12
295,72,9,19
296,72,5,17
297,72,1,4
298,72,63,16
299,72,28,14
300,72,5,4
301,71,29,1
302,71,28,6
303,71,56,10
304,71,28,17
305,30,38,13
306,30,48,13
307,30,65,4
308,30,2,9
309,30,27,8
310,30,1,13
311,30,24,7
312,30,12,3
313,47,12,19
314,47,56,4
315,47,48,3
316,47,74,4
317,47,36,13
318,35,73,4
319,35,39,12
320,44,61,18
321,44,43,18
322,44,66,2
323,44,20,5
324,44,70,10
325,50,57,18
326,50,69,2
327,50,30,4
328,50,33,5
329,50,12,16
330,39,73,1
331,39,44,6
332,39,13,11
333,39,16,2
334,39,72,15
335,67,7,7
336,67,22,11
337,67,9,4
338,67,60,8
339,43,4,16
340,43,78,13
341,43,28,8
342,66,52,5
343,66,70,15
344,66,50,10
345,66,53,14
346,66,63,5
347,66,54,5
348,66,33,2
349,54,36,6
350,54,11,4
351,54,37,6
352,54,69,10
353,54,23,1
354,57,25,9
355,57,37,17
356,57,39,4
357,57,15,2
358,57,74,10
359,76,23,15
360,76,21,20
361,76,68,9
362,76,7,19
363,76,48,4
364,76,73,9
365,76,52,2
366,56,31,16
367,56,8,8
368,56,57,16
369,56,8,8
370,56,11,3
371,56,38,10
372,56,28,2
373,4,75,8
374,4,57,7
375,75,69,8
376,75,28,5
377,75,50,15
378,75,78,7
379,58,29,2
380,58,15,15
381,58,64,9
382,58,68,5
383,58,39,5
384,58,31,5
385,58,34,1
386,73,62,11
387,73,71,2
388,73,15,6
389,73,43,6
390,73,38,15
391,73,5,17
392,68,43,12
393,68,78,10
394,68,77,6
395,10,7,11
396,10,12,20
397,10,50,15
398,31,55,2
399,31,32,4
400,31,28,13
401,31,11,2
402,31,70,17
403,31,30,15
404,31,18,14
405,41,0,19
406,41,27,20
407,41,27,13
408,41,15,19
409,41,15,14
410,41,6,20
411,19,10,6
412,19,7,4
413,19,1,15
414,49,43,18
415,49,75,16
416,49,61,9
417,49,35,17
418,49,24,18
419,49,77,18
420,79,74,11
421,79,11,16
422,22,29,17
423,22,47,1
424,22,24,17
425,22,29,10
426,22,40,4
427,22,11,17
428,22,70,10
